value,real
0.0,11
24.617548633612138,15
24.68740084896893,2
24.757253064325724,5
24.827105279682517,2
24.89695749503931,7
24.966809710396102,5
25.036661925752895,8
25.106514141109688,2
25.17636635646648,6
25.246218571823274,13
25.316070787180067,17
25.38592300253686,3
25.455775217893652,8
25.52562743325045,5
25.595479648607242,9
25.665331863964035,3
25.735184079320828,5
25.80503629467762,14
25.874888510034413,16
25.944740725391206,3
26.014592940748,8
26.084445156104792,5
26.154297371461585,8
26.224149586818378,2
26.29400180217517,5
26.363854017531963,3
26.433706232888756,6
26.50355844824555,13
26.573410663602342,15
26.643262878959135,6
26.713115094315928,9
26.78296730967272,2
26.852819525029513,5
26.922671740386306,13
26.9925239557431,16
27.062376171099892,5
27.132228386456685,9
27.20208060181348,3
27.27193281717027,7
27.341785032527067,2
27.41163724788386,4
27.481489463240653,4
27.551341678597446,9
27.62119389395424,3
27.69104610931103,7
27.760898324667824,15
27.830750540024617,16
27.90060275538141,2
27.970454970738203,5
28.040307186094996,4
28.11015940145179,8
28.18001161680858,3
28.249863832165374,6
28.319716047522167,17
28.38956826287896,17
28.459420478235753,2
28.529272693592546,5
28.59912490894934,4
28.66897712430613,7
28.738829339662924,4
28.808681555019717,7
28.87853377037651,19
28.948385985733307,19
29.018238201090096,2
29.088090416446892,5
29.15794263180368,4
29.227794847160478,8
29.29764706251727,3
29.367499277874064,7
29.437351493230857,22
29.50720370858765,20
29.577055923944442,2
29.646908139301235,5
29.716760354658028,4
29.78661257001482,8
29.856464785371614,4
29.926317000728407,9
29.9961692160852,25
30.066021431441992,21
30.135873646798785,2
30.205725862155578,5
30.27557807751237,4
30.345430292869164,7
30.415282508225957,5
30.48513472358275,9
30.554986938939543,24
30.624839154296335,22
30.694691369653132,2
30.76454358500992,6
30.834395800366718,4
30.904248015723507,8
30.974100231080303,4
31.043952446437096,9
31.11380466179389,28
31.183656877150682,22
31.253509092507475,2
31.323361307864268,4
31.39321352322106,4
31.463065738577853,7
31.532917953934646,5
31.60277016929144,10
31.672622384648232,30
31.742474600005025,25
31.812326815361818,2
31.88217903071861,6
31.952031246075403,4
32.021883461432196,7
32.091735676788986,5
32.16158789214579,10
32.23144010750258,30
32.30129232285937,24
32.37114453821616,2
32.44099675357296,5
32.51084896892975,3
32.58070118428654,6
32.65055339964333,5
32.72040561500013,9
32.79025783035692,2
32.86011004571371,5
32.9299622610705,4
32.999814476427304,6
33.06966669178409,32
33.13951890714088,25
33.20937112249768,7
33.279223337854475,10
33.349075553211264,2
