date,LINK_ID,통행속도
2023-01-01 15:10:00,4180384001,84.0
2023-01-01 15:15:00,4180384001,84.0
2023-01-01 15:20:00,4180384001,94.0
2023-01-01 15:25:00,4180384001,99.0
2023-01-01 15:30:00,4180384001,93.0
2023-01-01 15:35:00,4180384001,93.0
2023-01-01 15:40:00,4180384001,88.0
2023-01-01 15:45:00,4180384001,88.0
2023-01-01 15:50:00,4180384001,88.0
2023-01-01 15:55:00,4180384001,88.0
2023-01-01 16:00:00,4180384001,79.0
2023-01-01 16:05:00,4180384001,79.0
2023-01-01 16:15:00,4180384001,79.0
2023-01-01 16:25:00,4180384001,79.0
2023-01-01 16:35:00,4180384001,84.0
2023-01-01 16:45:00,4180384001,66.0
2023-01-01 16:55:00,4180384001,70.0
2023-01-01 17:00:00,4180384001,70.0
2023-01-01 17:05:00,4180384001,56.0
2023-01-01 17:15:00,4180384001,87.0
2023-01-01 17:25:00,4180384001,63.0
2023-01-01 17:35:00,4180384001,90.0
2023-01-01 17:45:00,4180384001,67.0
2023-01-01 17:55:00,4180384001,75.0
2023-01-01 18:00:00,4180384001,75.0
2023-01-01 18:05:00,4180384001,75.0
2023-01-01 18:15:00,4180384001,69.0
2023-01-01 18:25:00,4180384001,76.0
2023-01-01 18:35:00,4180384001,84.0
2023-01-01 18:45:00,4180384001,62.0
2023-01-01 18:55:00,4180384001,80.0
2023-01-01 19:00:00,4180384001,80.0
2023-01-01 19:05:00,4180384001,62.0
2023-01-01 19:15:00,4180384001,64.0
2023-01-01 19:25:00,4180384001,81.0
2023-01-01 19:35:00,4180384001,71.0
2023-01-01 19:45:00,4180384001,71.0
2023-01-01 19:55:00,4180384001,74.0
2023-01-01 20:00:00,4180384001,74.0
2023-01-01 20:05:00,4180384001,64.0
2023-01-01 20:15:00,4180384001,71.0
2023-01-01 20:25:00,4180384001,100.0
2023-01-01 20:35:00,4180384001,86.0
2023-01-01 20:45:00,4180384001,79.0
2023-01-01 20:50:00,4180384001,73.0
2023-01-01 20:55:00,4180384001,69.0
2023-01-01 21:00:00,4180384001,69.0
2023-01-01 21:05:00,4180384001,77.0
2023-01-01 21:15:00,4180384001,78.0
2023-01-01 21:25:00,4180384001,70.0
2023-01-01 21:35:00,4180384001,83.0
2023-01-01 21:45:00,4180384001,85.0
2023-01-01 21:50:00,4180384001,85.0
2023-01-01 21:55:00,4180384001,85.0
2023-01-01 22:00:00,4180384001,85.0
2023-01-01 22:05:00,4180384001,66.0
2023-01-01 22:15:00,4180384001,66.0
2023-01-01 22:25:00,4180384001,66.0
2023-01-01 22:35:00,4180384001,66.0
2023-01-01 22:45:00,4180384001,66.0
2023-01-01 22:50:00,4180384001,66.0
2023-01-01 22:55:00,4180384001,66.0
2023-01-01 23:00:00,4180384001,66.0
2023-01-01 23:05:00,4180384001,66.0
2023-01-01 23:15:00,4180384001,66.0
2023-01-01 23:25:00,4180384001,66.0
2023-01-01 23:35:00,4180384001,66.0
2023-01-01 23:45:00,4180384001,97.0
2023-01-01 23:50:00,4180384001,97.0
2023-01-01 23:55:00,4180384001,97.0
