value,real
-6.963971665779363,5
-5.964547066000558,8
-7.613986279323315,9
-4.987615112762542,5
-7.830812934377164,8
-3.5715020032310507,5
-4.760865092494606,6
-6.087593070563357,9
-5.790891109497678,9
-3.6774565095170266,5
-4.1099890767705025,9
-4.054491395638089,4
-4.807238013826169,8
-2.052355766480055,4
-2.3160618876380434,4
-3.200145522493926,7
-1.771090158557649,4
-2.9021110195078332,8
-3.883016357820871,8
0.01297931097385252,4
-0.2496181771360293,4
-2.3431256033024295,7
-0.18985058536772614,8
-3.4040509482100814,4
-1.803436013551138,7
-0.1320677229155246,4
0.29845107373460633,7
-1.0432366842196805,4
3.9650728611621666,6
-4.917445656865775,3
2.1400149739966343,4
-2.159564538518687,6
0.19257780128884627,3
1.1920024010676507,6
-0.45743681225510624,7
2.168934354305667,3
-0.6742634673089545,3
3.5850474638371583,6
2.395684374573603,6
1.0689563965048514,3
1.3656583575705303,6
3.4790929575511833,3
3.046560390297707,3
3.102058071430121,6
2.3493114532420396,2
5.104193700588154,5
4.840487579430166,2
3.9564039445742827,6
5.385459308510559,5
4.254438447560375,3
3.2735331092473388,5
7.1695287780420625,2
6.90693128993218,2
4.81342386376578,5
6.9666988817004825,4
3.7524985188581277,2
5.3531134535170715,2
7.024481744152683,5
7.455000540802814,2
6.11331278284853,5
11.121622328230377,2
2.239103810202434,5
9.296564441064843,2
4.996984928549522,5
7.349127268357055,5
8.34855186813586,2
6.699112654813103,6
9.325483821373876,2
6.482285999759254,2
10.741596930905366,4
9.552233841641812,2
8.22550586357306,6
8.52220782463874,5
10.635642424619391,2
10.203109857365915,5
10.258607538498328,2
9.505860920310248,2
12.260743167656361,7
11.997037046498372,3
11.11295341164249,6
12.542008775578767,3
11.410987914628583,6
10.430082576315547,3
14.32607824511027,6
14.063480757000388,7
11.969973330833989,2
14.123248348768692,6
10.909047985926337,3
12.50966292058528,2
14.181031211220892,7
14.611550007871024,8
13.269862249916736,3
18.278171795298583,8
9.395653277270641,3
16.45311390813305,6
12.15353439561773,3
14.505676735425263,7
15.505101335204067,3
13.85566212188131,7
16.482033288442082,3
13.638835466827464,3
17.898146397973576,6
16.70878330871002,4
15.38205533064127,7
15.67875729170695,3
17.7921918916876,7
17.359659324434123,4
17.415157005566538,9
16.662410387378458,5
19.41729263472457,9
19.153586513566584,9
18.2695028787107,4
19.69855824264698,5
18.56753738169679,10
17.586632043383755,5
21.482627712178477,10
21.220030224068594,5
19.126522797902194,9
21.2797978158369,7
18.065597452994545,10
19.66621238765349,6
21.337580678289104,10
21.768099474939234,11
20.426411716984948,6
25.434721262366793,8
16.55220274433885,11
23.60966337520126,9
19.31008386268594,13
21.66222620249347,11
22.661650802272277,15
21.01221158894952,11
23.638582755510292,14
20.795384933895672,11
25.054695865041783,15
23.865332775778228,13
