date,LINK_ID,통행속도
2023-01-02 15:10:00,4180384001,82.0
2023-01-02 15:15:00,4180384001,82.0
2023-01-02 15:20:00,4180384001,82.0
2023-01-02 15:25:00,4180384001,78.0
2023-01-02 15:30:00,4180384001,75.0
2023-01-02 15:35:00,4180384001,67.0
2023-01-02 15:40:00,4180384001,74.0
2023-01-02 15:45:00,4180384001,74.0
2023-01-02 15:50:00,4180384001,89.0
2023-01-02 15:55:00,4180384001,89.0
2023-01-02 16:00:00,4180384001,65.0
2023-01-02 16:05:00,4180384001,73.0
2023-01-02 16:15:00,4180384001,72.0
2023-01-02 16:25:00,4180384001,66.0
2023-01-02 16:35:00,4180384001,66.0
2023-01-02 16:45:00,4180384001,87.0
2023-01-02 16:55:00,4180384001,76.0
2023-01-02 17:00:00,4180384001,87.0
2023-01-02 17:05:00,4180384001,87.0
2023-01-02 17:15:00,4180384001,100.0
2023-01-02 17:25:00,4180384001,57.0
2023-01-02 17:35:00,4180384001,57.0
2023-01-02 17:45:00,4180384001,73.0
2023-01-02 17:55:00,4180384001,68.0
2023-01-02 18:00:00,4180384001,87.0
2023-01-02 18:05:00,4180384001,72.0
2023-01-02 18:15:00,4180384001,70.0
2023-01-02 18:25:00,4180384001,64.0
2023-01-02 18:35:00,4180384001,64.0
2023-01-02 18:45:00,4180384001,65.0
2023-01-02 18:55:00,4180384001,65.0
2023-01-02 19:00:00,4180384001,65.0
2023-01-02 19:05:00,4180384001,65.0
2023-01-02 19:15:00,4180384001,58.0
2023-01-02 19:25:00,4180384001,68.0
2023-01-02 19:35:00,4180384001,68.0
2023-01-02 19:45:00,4180384001,68.0
2023-01-02 19:55:00,4180384001,91.0
2023-01-02 20:00:00,4180384001,79.0
2023-01-02 20:05:00,4180384001,79.0
2023-01-02 20:15:00,4180384001,64.0
2023-01-02 20:25:00,4180384001,64.0
2023-01-02 20:35:00,4180384001,64.0
2023-01-02 20:45:00,4180384001,64.0
2023-01-02 20:50:00,4180384001,55.0
2023-01-02 20:55:00,4180384001,55.0
2023-01-02 21:00:00,4180384001,87.0
2023-01-02 21:05:00,4180384001,87.0
2023-01-02 21:15:00,4180384001,62.0
2023-01-02 21:25:00,4180384001,62.0
2023-01-02 21:35:00,4180384001,62.0
2023-01-02 21:45:00,4180384001,62.0
2023-01-02 21:50:00,4180384001,62.0
2023-01-02 21:55:00,4180384001,62.0
2023-01-02 22:00:00,4180384001,62.0
2023-01-02 22:05:00,4180384001,62.0
2023-01-02 22:15:00,4180384001,71.0
2023-01-02 22:25:00,4180384001,71.0
2023-01-02 22:35:00,4180384001,71.0
2023-01-02 22:45:00,4180384001,71.0
2023-01-02 22:50:00,4180384001,71.0
2023-01-02 22:55:00,4180384001,71.0
2023-01-02 23:00:00,4180384001,77.0
2023-01-02 23:05:00,4180384001,77.0
2023-01-02 23:15:00,4180384001,77.0
2023-01-02 23:25:00,4180384001,77.0
2023-01-02 23:35:00,4180384001,77.0
2023-01-02 23:45:00,4180384001,77.0
2023-01-02 23:50:00,4180384001,77.0
2023-01-02 23:55:00,4180384001,77.0
