value,real
0.0,11
11.0,15
18.666777296752738,2
9.069044730513593,5
6.856008008059007,2
3.8217836696544274,7
5.024794725248945,5
4.768423080377822,8
5.964928845680641,2
4.32861298755022,6
4.701010843718766,13
7.420648525737517,17
10.746492645973126,3
8.912019902638812,8
8.930947624400215,5
8.067666028506899,9
8.459591289192245,3
7.147943739255832,5
6.580385951256613,14
8.45515763685207,16
10.551916545114759,3
8.981649340282328,8
8.883030564489522,5
8.02230392511847,8
8.032339132381523,2
6.523852002065163,5
5.986401584394654,3
5.037766460199619,6
5.001853854765837,13
6.7669910923486905,15
8.814354121722518,6
8.305546730114987,9
8.603052400738873,2
7.079783203064242,5
6.512988900535184,13
8.048223621476359,16
10.133489654937685,5
9.141456943065624,9
9.26485277908606,3
7.840803540401359,7
7.609432477150953,2
6.1527623526276765,4
5.411062577265983,4
4.7963351295288525,9
5.557303268832503,3
4.7315158687115515,7
5.050632082757802,15
7.368539357953246,16
9.631446947549591,2
8.036504318406864,5
7.386924669473066,4
6.564461212933506,8
6.862915930391844,3
5.866149908786163,6
5.768967254935582,17
8.471993585073273,17
10.8066913920203,2
9.01060105385966,5
8.177817802401783,4
7.191183920429555,7
7.092808442766776,4
6.257900966985307,7
6.303238898174833,19
9.381810591519136,19
12.038243074601297,2
10.009181419700246,5
8.96783111573636,4
7.797374458367448,8
7.791492482284021,3
6.532742182124395,7
6.465728113347152,22
10.208599995697071,20
12.936968875944865,2
10.71454327995319,5
9.503522834596884,4
8.186505400575648,8
8.056074305809586,4
6.945321221985977,9
7.26149245664494,25
11.587202377284312,21
14.308934285247231,2
11.81899981692551,5
10.369667427496902,4
8.843628653825698,7
8.280724726817509,5
7.304321434987226,9
7.490584307788628,24
11.457124088706442,22
14.379958747256683,2
11.819927888787449,6
10.568183873163932,4
8.965770872962452,8
8.592208305778408,4
7.2778868108703385,9
7.426855069797929,28
12.374230269854301,22
15.135927242494553,2
12.42981997904615,4
10.543756005268415,4
8.898172324765154,7
8.240999577675979,5
7.192563834339943,10
7.578051742834987,30
12.98457356594879,25
16.39320850665314,2
13.48157685327695,6
11.910757628543669,4
10.023392146628462,7
9.147289633146821,5
7.9037521048533,10
8.118059694123776,30
13.376728881247592,24
16.40772952614759,2
13.426848533344778,5
11.551827373808496,3
9.410588737275953,6
8.32673234831151,5
7.169008525605942,9
7.218361932102206,2
5.542286938013736,5
4.899224418213919,4
4.151109095519834,6
4.0704685989743625,32
10.613619643453479,25
14.521865961703712,7
13.309979555066024,10
12.94996840440581,2
10.572491854586973,7
9.749128752538208,3
8.02574788080052,6
7.304662258220083,34
13.764832508838722,25
17.072633888429614,6
15.071840667209718,10
14.274821490061475,3
11.773386132258207,6
10.344255426392298,3
8.358454485399333,7
7.676500472454904,36
14.436527001004537,25
17.509974561800703,3
14.559178282083755,6
12.703812570074028,6
11.077588054350338,11
10.934435500507725,3
8.809205036032166,6
7.754519721564985,40
15.455327754877992,27
18.83772672870563,3
15.641359190918207,6
13.565322456113677,8
12.247890267876695,11
11.863428667817159,3
9.525100959002124,6
8.285142325004665,42
16.33142277511586,28
19.761164924559907,3
16.351662526361288,6
14.090479064333074,9
12.86677088072369,13
12.817640194288478,2
10.012613690364747,7
8.87312863759258,3
6.928883139466207,6
6.066990793224263,46
15.476376287459109,29
19.342927402366758,3
16.059830516431774,6
13.904848182005262,11
13.272705062442665,15
13.72694466055556,55
24.19478398299479,31
27.126393469623455,80
41.856739488947355,50
46.78783930753932,74
56.751104457809326,47
58.15764057859182,47
58.938122160879686,29
54.675156492945206,11
46.11657173520454,14
39.25420175864066,58
44.31451132080794,32
42.06980647522256,83
52.89969702715669,51
54.07658006206963,72
60.195951874678244,47
58.972518985921496,51
58.697822928184,29
52.72630663046536,59
54.99236368051501,34
50.56215346331261,83
59.01157133486685,54
58.92730742546676,96
69.3086376931486,68
71.05054513162362,83
76.09702602160885,52
72.39267634606708,79
75.75458552788793,47
70.3893747679622,94
77.41920310771984,66
76.27920851524615,110
86.19636948681656,82
87.49771331845109,61
83.06225704781285,34
72.20248896789366,76
73.29673435688554,52
68.17303455886017,99
75.59124569150507,67
73.93477157516739,84
76.74040594931644,52
71.05541810953258,76
72.16189026608704,46
65.56729353937578,112
76.5377359234227,79
77.7210209872056,65
75.14671956057505,35
65.30683920402166,90
70.68828217470768,64
68.8494443806336,82
71.82367488674274,52
66.85473415959623,98
74.17773723270417,65
72.2069144972954,81
74.5090806316202,54
69.67205788925396,75
70.77467234092362,45
64.18786823091283,68
64.33897328586218,35
56.242220787924396,84
61.71657296837491,53
58.772599396313275,110
70.69164705924328,82
73.97803660512521,79
75.99524791362931,48
69.83204161033524,80
72.50613591172036,56
68.74160845141506,84
72.52194147655267,59
69.47467277739914,100
77.1506238893698,68
75.67853768116832,71
75.0785290724001,38
66.18344208457862,81
69.33306691713143,51
64.54172646905708,75
66.49511904483144,48
61.44359573588553,83
65.96984509461585,58
63.655948622979935,111
75.05909863336822,80
77.09543201136029,81
79.00823529056409,57
74.49979969461425,76
75.3024422166203,40
66.87264687940548,101
74.95576167442921,69
73.88856583190139,74
74.18440369525572,50
68.36082152855572,81
71.1431041218619,52
66.26834103058916,80
69.1447659755543,57
65.88284489805423,109
76.20858356708978,79
77.57327420935178,76
77.91582031048333,38
68.55226546479523,75
69.76045211477175,47
63.78780478674783,75
65.74225283409085,55
62.4765110507518,98
70.5704677572789,70
70.55826541542561,83
73.80923358272408,50
68.27155266701,85
72.28613529289564,58
68.95103499405977,110
79.16238943889816,80
80.38391281583002,79
81.06894574389943,40
71.71484705414171,76
72.64598867658697,48
66.405874422636,73
67.35174019574147,54
63.454944083052546,82
67.22420311164572,52
63.00020398749985,105
72.77253088686757,69
72.18015250369372,85
75.66395414311428,60
72.32695599239675,108
81.49051730757212,78
81.77854838344169,80
82.40076821670236,44
73.74468965275494,76
74.26427548469313,48
67.6597774391313,80
70.05199983940852,52
65.1291429957837,70
65.47999677141955,51
61.09013078673792,102
70.25512058487938,71
70.43808875503186,90
75.38367588145175,61
72.31989404244328,112
82.47947920570404,78
82.61615513564479,85
84.35760882980887,46
75.89866185357798,75
75.81090786227597,49
69.16826540259979,80
71.26473086191432,51
65.82663092093986,64
64.4704540749503,49
59.62516976623246,105
69.68191217430133,72
70.15228235898194,88
74.60067030218367,60
71.36923434187541,114
82.15336647407842,80
82.83939244015562,78
82.78856261469157,48
75.05577813529752,83
77.12260063932487,44
69.06190963457689,81
71.43385945446819,53
66.4846376357813,62
64.53714407176705,46
58.923518720222276,94
66.30412999287468,60
64.23390015425888,102
73.09372252270038,69
72.45686023782699,112
82.70241110749188,78
82.89957440112879,79
83.16806984416691,50
75.95231776353057,78
76.68702641472628,43
68.47366500618928,83
71.47169221728561,55
67.06287041793604,91
72.37822099922734,59
68.95689411321167,61
66.52909616708337,46
60.71148462605907,102
69.90002085229786,74
70.8671452959237,83
73.972746939184,50
68.31772810517876,79
70.72799402470906,45
64.26045961697508,114
76.09402722242967,81
78.01504006293227,81
79.58861166349696,52
73.54082106315849,92
78.3285640009093,60
74.36000218783835,81
76.17296288802325,51
70.15404480190932,59
66.96670615713447,47
61.24789995572542,75
63.47003895054748,41
56.94729293587284,104
67.31831658021929,72
68.32250424373971,109
78.5280007602164,79
79.73479542912665,83
81.6586218653067,52
75.37663049785557,93
80.18353144475559,61
76.20601905820848,81
77.73647142272729,49
70.95081973990925,73
71.12268698566153,43
63.74835570331788,104
72.82094498201135,73
72.91646314537489,54
68.20491954351704,44
61.63378829656791,85
66.37632069162613,55
63.01462047260528,104
72.53113200382529,75
73.48313986232891,95
79.30398870390302,63
76.19336046377245,81
77.94845267939938,50
71.58318333179176,108
80.65940858023258,74
79.89483383619512,53
73.84546222544574,41
65.54740540233813,73
66.48953038589545,42
59.589861544850926,82
63.82672096996119,54
60.56414392821324,108
71.45795693682207,78
73.36786169188709,96
79.51467567229685,63
76.42693599872538,106
84.49325238251515,74
83.28663532431676,77
82.84780012235143,50
75.54047206511913,50
69.15963398530717,41
61.40736114854709,67
61.376259782754936,43
55.460801164059326,107
66.65210419942001,75
68.39482931168334,85
72.45090223549896,53
67.8834085547556,97
75.01307998371918,62
72.33714014128866,80
74.50904532634186,51
69.03910797985644,105
77.90070309442898,75
77.97088088425758,51
71.8946041188016,41
64.07830174232885,71
64.93112138210357,44
58.95785988329444,82
63.48279183917465,54
60.453297260535216,104
70.52304055500299,71
70.95221442644036,100
78.5944898051689,64
76.04806287975613,80
77.76879723861414,52
72.11001778229364,81
74.46744324522872,53
69.422454640708,108
78.91077792060358,77
79.27063493056599,70
77.72259306429055,45
70.00645808098804,96
76.17526239749847,72
75.46559058113017,50
69.27448139439262,41
61.6662117443668,100
70.05558899284352,65
68.57864796558896,81
71.36505722637811,54
