value,real
"tf.Tensor([61.949337], shape=(1,), dtype=float32)",59
"tf.Tensor([51.289833], shape=(1,), dtype=float32)",54
"tf.Tensor([44.64257], shape=(1,), dtype=float32)",44
"tf.Tensor([56.69162], shape=(1,), dtype=float32)",41
"tf.Tensor([64.514], shape=(1,), dtype=float32)",53
"tf.Tensor([44.33392], shape=(1,), dtype=float32)",41
"tf.Tensor([48.99617], shape=(1,), dtype=float32)",50
"tf.Tensor([44.79397], shape=(1,), dtype=float32)",51
"tf.Tensor([52.923347], shape=(1,), dtype=float32)",41
"tf.Tensor([50.61853], shape=(1,), dtype=float32)",50
"tf.Tensor([41.86127], shape=(1,), dtype=float32)",41
"tf.Tensor([45.089176], shape=(1,), dtype=float32)",40
"tf.Tensor([47.90997], shape=(1,), dtype=float32)",49
"tf.Tensor([41.34273], shape=(1,), dtype=float32)",40
"tf.Tensor([48.53967], shape=(1,), dtype=float32)",48
"tf.Tensor([40.951294], shape=(1,), dtype=float32)",39
"tf.Tensor([48.24878], shape=(1,), dtype=float32)",46
"tf.Tensor([34.58665], shape=(1,), dtype=float32)",37
"tf.Tensor([50.80045], shape=(1,), dtype=float32)",45
"tf.Tensor([37.195194], shape=(1,), dtype=float32)",43
"tf.Tensor([36.889706], shape=(1,), dtype=float32)",38
"tf.Tensor([46.00987], shape=(1,), dtype=float32)",45
"tf.Tensor([39.53857], shape=(1,), dtype=float32)",38
"tf.Tensor([40.06799], shape=(1,), dtype=float32)",39
"tf.Tensor([42.651703], shape=(1,), dtype=float32)",44
"tf.Tensor([38.968685], shape=(1,), dtype=float32)",37
"tf.Tensor([44.251324], shape=(1,), dtype=float32)",44
"tf.Tensor([46.120033], shape=(1,), dtype=float32)",40
"tf.Tensor([35.7724], shape=(1,), dtype=float32)",34
"tf.Tensor([42.083107], shape=(1,), dtype=float32)",40
"tf.Tensor([39.367172], shape=(1,), dtype=float32)",34
"tf.Tensor([38.432007], shape=(1,), dtype=float32)",33
"tf.Tensor([39.181774], shape=(1,), dtype=float32)",38
"tf.Tensor([38.42938], shape=(1,), dtype=float32)",34
"tf.Tensor([39.265053], shape=(1,), dtype=float32)",39
"tf.Tensor([34.13213], shape=(1,), dtype=float32)",40
"tf.Tensor([28.078053], shape=(1,), dtype=float32)",34
"tf.Tensor([30.368568], shape=(1,), dtype=float32)",37
"tf.Tensor([33.883476], shape=(1,), dtype=float32)",33
"tf.Tensor([38.11097], shape=(1,), dtype=float32)",31
"tf.Tensor([39.81859], shape=(1,), dtype=float32)",35
"tf.Tensor([35.863735], shape=(1,), dtype=float32)",30
"tf.Tensor([34.408676], shape=(1,), dtype=float32)",33
"tf.Tensor([35.778397], shape=(1,), dtype=float32)",29
"tf.Tensor([35.59194], shape=(1,), dtype=float32)",29
"tf.Tensor([28.843483], shape=(1,), dtype=float32)",33
"tf.Tensor([28.834187], shape=(1,), dtype=float32)",31
"tf.Tensor([27.194412], shape=(1,), dtype=float32)",34
"tf.Tensor([30.170837], shape=(1,), dtype=float32)",31
"tf.Tensor([30.853382], shape=(1,), dtype=float32)",30
"tf.Tensor([27.887691], shape=(1,), dtype=float32)",32
"tf.Tensor([34.22697], shape=(1,), dtype=float32)",29
"tf.Tensor([29.976963], shape=(1,), dtype=float32)",28
"tf.Tensor([27.409437], shape=(1,), dtype=float32)",27
"tf.Tensor([29.392965], shape=(1,), dtype=float32)",28
"tf.Tensor([26.121534], shape=(1,), dtype=float32)",26
"tf.Tensor([29.960209], shape=(1,), dtype=float32)",22
"tf.Tensor([31.102333], shape=(1,), dtype=float32)",20
"tf.Tensor([28.774551], shape=(1,), dtype=float32)",22
"tf.Tensor([20.394188], shape=(1,), dtype=float32)",23
"tf.Tensor([24.106846], shape=(1,), dtype=float32)",20
"tf.Tensor([23.962673], shape=(1,), dtype=float32)",22
"tf.Tensor([21.660572], shape=(1,), dtype=float32)",22
"tf.Tensor([16.05145], shape=(1,), dtype=float32)",22
"tf.Tensor([28.025913], shape=(1,), dtype=float32)",20
"tf.Tensor([26.975353], shape=(1,), dtype=float32)",18
"tf.Tensor([13.519525], shape=(1,), dtype=float32)",21
"tf.Tensor([14.638534], shape=(1,), dtype=float32)",20
"tf.Tensor([26.913475], shape=(1,), dtype=float32)",16
"tf.Tensor([23.583843], shape=(1,), dtype=float32)",18
"tf.Tensor([14.164478], shape=(1,), dtype=float32)",22
"tf.Tensor([14.474181], shape=(1,), dtype=float32)",17
"tf.Tensor([16.821285], shape=(1,), dtype=float32)",20
"tf.Tensor([22.541397], shape=(1,), dtype=float32)",16
"tf.Tensor([14.852861], shape=(1,), dtype=float32)",19
"tf.Tensor([11.637653], shape=(1,), dtype=float32)",14
"tf.Tensor([21.028004], shape=(1,), dtype=float32)",18
"tf.Tensor([21.138977], shape=(1,), dtype=float32)",19
"tf.Tensor([16.038685], shape=(1,), dtype=float32)",14
"tf.Tensor([15.58389], shape=(1,), dtype=float32)",17
"tf.Tensor([15.760282], shape=(1,), dtype=float32)",13
"tf.Tensor([14.703183], shape=(1,), dtype=float32)",19
"tf.Tensor([15.26716], shape=(1,), dtype=float32)",15
"tf.Tensor([14.547255], shape=(1,), dtype=float32)",17
"tf.Tensor([15.957134], shape=(1,), dtype=float32)",13
"tf.Tensor([12.936328], shape=(1,), dtype=float32)",15
"tf.Tensor([16.259819], shape=(1,), dtype=float32)",13
"tf.Tensor([10.336653], shape=(1,), dtype=float32)",14
"tf.Tensor([12.840799], shape=(1,), dtype=float32)",11
"tf.Tensor([10.507992], shape=(1,), dtype=float32)",15
"tf.Tensor([13.128025], shape=(1,), dtype=float32)",10
"tf.Tensor([8.190826], shape=(1,), dtype=float32)",10
"tf.Tensor([9.091696], shape=(1,), dtype=float32)",15
"tf.Tensor([4.576], shape=(1,), dtype=float32)",13
"tf.Tensor([8.584845], shape=(1,), dtype=float32)",9
"tf.Tensor([11.700596], shape=(1,), dtype=float32)",8
"tf.Tensor([12.096591], shape=(1,), dtype=float32)",13
"tf.Tensor([7.019784], shape=(1,), dtype=float32)",9
"tf.Tensor([7.19736], shape=(1,), dtype=float32)",13
"tf.Tensor([7.9799004], shape=(1,), dtype=float32)",8
"tf.Tensor([11.061032], shape=(1,), dtype=float32)",11
"tf.Tensor([12.941715], shape=(1,), dtype=float32)",10
"tf.Tensor([9.730229], shape=(1,), dtype=float32)",7
"tf.Tensor([8.56871], shape=(1,), dtype=float32)",7
"tf.Tensor([10.055185], shape=(1,), dtype=float32)",9
"tf.Tensor([11.434216], shape=(1,), dtype=float32)",6
"tf.Tensor([8.597183], shape=(1,), dtype=float32)",10
"tf.Tensor([11.534809], shape=(1,), dtype=float32)",7
"tf.Tensor([9.149081], shape=(1,), dtype=float32)",10
"tf.Tensor([6.077325], shape=(1,), dtype=float32)",9
"tf.Tensor([4.757669], shape=(1,), dtype=float32)",5
"tf.Tensor([8.496574], shape=(1,), dtype=float32)",6
