value
33.101273
27.573559
33.918606
30.865185
25.339825
33.32289
39.292397
53.4032
41.303482
33.642
27.26803
28.909832
26.534761
35.16006
31.674648
28.818146
22.8837
21.971313
38.633324
35.87228
27.431252
31.617983
38.957752
24.037657
37.258545
24.226482
31.04042
29.527664
29.005999
22.878677
29.351324
61.227337
22.406193
26.156958
30.203842
46.57022
24.942219
25.697323
26.394566
30.808943
38.743206
29.463926
41.41478
33.050495
56.889233
22.059132
64.78139
25.473965
32.143787
38.432762
33.72765
27.06491
26.58138
32.44231
24.136839
25.011215
24.149445
20.607721
33.2589
23.616587
35.395714
25.673233
22.020098
27.490217
23.47596
31.67339
33.732468
38.71292
31.536118
45.4791
25.382078
32.582382
21.631699
34.375614
29.841711
27.393131
25.917437
43.76455
28.65448
23.456734
39.932007
65.265015
33.90964
36.78364
24.984589
23.514078
34.047188
47.57902
28.21542
23.376064
32.215946
29.620071
24.828543
29.27432
28.059439
28.883005
28.567038
26.545458
74.34732
40.770557
26.587746
29.236006
27.47279
27.05548
22.577734
67.25116
29.994638
25.457235
26.939941
30.030045
28.155775
31.170807
22.502216
28.741524
41.345394
30.059786
24.131176
30.413475
30.035933
30.016512
72.891846
32.199337
51.489376
31.190899
32.26861
35.224293
30.216722
30.768991
45.940723
25.079487
22.950617
28.141417
27.968584
23.951021
28.321762
25.658154
55.72973
34.548286
25.260906
33.16108
66.66576
27.724928
23.88191
32.274624
24.990376
28.983612
71.77918
26.728273
78.36113
44.038837
29.183102
34.020874
24.462524
26.16679
24.448298
37.642967
23.88027
24.285551
34.98708
42.07277
31.640118
24.410545
35.929806
74.38492
33.783447
31.780327
22.344955
44.31935
45.610294
27.690708
26.51862
26.114862
27.946796
26.715935
55.107388
28.402039
28.740345
81.56626
34.91717
25.537718
24.782621
44.926582
23.526707
24.042747
30.540787
25.784285
34.912285
24.682446
68.24618
27.325085
71.171074
29.027487
52.50061
28.412176
22.889717
45.04819
82.69681
46.542583
38.15557
36.265583
73.11441
62.633915
71.79831
58.688885
58.42004
56.128082
52.110775
41.347504
72.56229
81.08657
54.069332
43.00492
75.73048
60.42227
24.046602
43.694313
55.833195
48.63292
67.08898
62.36867
28.939777
29.746817
64.7782
70.046165
61.44817
25.223417
69.75793
59.03397
35.209755
54.26309
75.43027
58.23677
84.36361
42.565636
68.51794
69.30022
87.77135
24.020718
22.947876
75.50009
43.39098
47.413467
61.366077
67.507614
