value
8.0
4.0
13.0
2.0
5.0
4.0
8.0
9.0
4.0
9.0
13.0
2.0
4.0
4.0
9.0
4.0
6.0
6.0
4.0
4.0
4.0
32.0
4.0
7.0
10.0
7.0
5.0
6.0
3.0
10.0
10.0
3.0
6.0
7.0
3.0
3.0
7.0
20.0
13.0
6.0
23.0
3.0
6.0
2.0
5.0
13.0
6.0
23.0
15.0
5.0
4.0
2.0
5.0
4.0
2.0
5.0
6.0
2.0
10.0
2.0
5.0
3.0
7.0
5.0
2.0
3.0
13.0
2.0
6.0
2.0
25.0
5.0
31.0
9.0
33.0
6.0
7.0
11.0
10.0
13.0
6.0
5.0
3.0
5.0
11.0
6.0
5.0
2.0
7.0
8.0
5.0
8.0
47.0
22.0
5.0
6.0
3.0
7.0
3.0
10.0
6.0
5.0
7.0
80.0
5.0
4.0
9.0
5.0
9.0
5.0
38.0
8.0
10.0
5.0
10.0
2.0
9.0
7.0
6.0
5.0
6.0
11.0
38.0
8.0
11.0
5.0
13.0
5.0
15.0
13.0
14.0
11.0
6.0
13.0
17.0
15.0
14.0
22.0
13.0
13.0
14.0
16.0
15.0
15.0
10.0
5.0
19.0
33.0
6.0
25.0
8.0
24.0
22.0
33.0
29.0
11.0
25.0
47.0
24.0
32.0
25.0
51.0
51.0
46.0
11.0
24.0
7.0
40.0
42.0
46.0
29.0
47.0
40.0
51.0
58.0
31.0
51.0
58.0
32.0
34.0
59.0
37.0
5.0
35.0
65.0
35.0
35.0
38.0
71.0
35.0
80.0
35.0
35.0
80.0
83.0
52.0
44.0
85.0
62.0
83.0
62.0
43.0
78.0
80.0
57.0
41.0
54.0
73.0
43.0
73.0
43.0
85.0
43.0
44.0
71.0
62.0
45.0
71.0
44.0
74.0
47.0
63.5
72.0
47.0
63.5
47.0
74.0
74.0
54.0
54.0
79.0
48.0
83.0
74.0
90.0
94.0
90.0
94.0
58.0
80.5
48.0
74.0
48.0
63.5
71.0
79.0
79.0
48.0
83.0
49.0
80.5
49.0
81.0
50.0
81.0
50.0
77.0
83.0
80.0
51.0
83.0
80.0
78.0
50.0
84.0
44.0
44.0
83.0
44.0
84.0
44.0
81.0
43.0
44.0
44.0
81.0
51.0
52.0
81.0
83.0
50.0
54.0
83.0
81.0
80.0
50.0
51.0
77.0
53.0
81.0
63.5
79.0
48.0
83.0
52.0
80.5
55.0
54.0
85.0
53.0
85.0
58.0
54.0
43.0
71.0
81.0
54.0
54.0
80.0
46.0
54.0
80.0
76.0
46.0
81.0
80.0
56.0
58.0
85.0
62.0
57.0
58.0
58.0
60.0
85.0
90.0
61.0
88.0
60.0
94.0
60.0
59.0
97.0
60.0
92.0
61.0
93.0
63.0
96.0
63.0
96.0
63.0
62.0
65.0
64.0
65.0
65.0
64.0
99.0
100.0
67.0
65.0
99.0
100.0
96.0
100.0
107.0
85.0
104.0
94.0
68.0
69.0
101.0
70.0
70.0
101.0
105.0
71.0
71.0
72.0
105.0
74.0
102.0
102.0
74.0
72.0
72.0
74.0
73.0
74.0
102.0
109.0
102.0
109.0
109.0
108.0
77.0
81.0
112.0
81.0
109.0
79.0
112.0
82.0
82.0
111.0
82.0
82.0
109.0
112.0
112.0
82.0
112.0
112.0
112.0
112.0
112.0
81.0
79.0
112.0
108.0
78.0
112.0
109.0
109.0
102.0
72.0
109.0
114.0
109.0
102.0
105.0
104.0
108.0
108.0
104.0
107.0
71.0
107.0
72.0
72.0
70.0
98.0
85.0
62.0
97.0
64.0
78.0
108.0
54.0
64.0
66.0
94.0
63.0
84.0
59.0
84.0
60.0
57.0
81.0
55.0
73.0
57.0
73.0
70.0
43.0
64.0
46.0
61.0
43.0
61.0
43.0
61.0
43.0
43.0
53.0
53.0
43.0
49.0
58.0
46.0
50.0
46.0
3.0
49.0
40.0
48.0
40.0
13.0
37.0
53.0
43.0
43.0
45.0
43.0
39.0
44.0
43.0
33.0
40.0
34.0
27.0
24.0
38.0
38.0
34.0
31.0
40.0
46.0
37.0
24.0
31.0
35.0
30.0
33.0
19.0
29.0
31.0
31.0
31.0
31.0
4.0
32.0
29.0
7.0
27.0
20.0
26.0
20.0
11.0
22.0
23.0
20.0
3.0
10.0
22.0
20.0
6.0
9.0
20.0
16.0
22.000000000000004
20.0
6.0
32.0
22.000000000000004
19.0
8.666666666666671
6.0
22.0
13.0
17.0
4.0
8.0
4.0
6.0
13.0
4.0
13.0
5.0
11.0
10.0
4.0
10.0
9.0
9.0
10.0
8.0
2.0
13.0
11.0
8.0
10.0
4.0
5.0
13.0
6.0
6.0
10.0
8.0
10.0
13.0
7.0
8.666666666666671
10.0
13.0
