value,real
"tf.Tensor([48.207527], shape=(1,), dtype=float32)",46
"tf.Tensor([59.902634], shape=(1,), dtype=float32)",62
"tf.Tensor([46.900192], shape=(1,), dtype=float32)",46
"tf.Tensor([58.728996], shape=(1,), dtype=float32)",61
"tf.Tensor([45.91935], shape=(1,), dtype=float32)",47
"tf.Tensor([57.82576], shape=(1,), dtype=float32)",59
"tf.Tensor([47.22512], shape=(1,), dtype=float32)",54
"tf.Tensor([43.290264], shape=(1,), dtype=float32)",44
"tf.Tensor([53.641373], shape=(1,), dtype=float32)",41
"tf.Tensor([59.794205], shape=(1,), dtype=float32)",53
"tf.Tensor([45.722755], shape=(1,), dtype=float32)",41
"tf.Tensor([51.35228], shape=(1,), dtype=float32)",50
"tf.Tensor([44.642563], shape=(1,), dtype=float32)",51
"tf.Tensor([35.813854], shape=(1,), dtype=float32)",41
"tf.Tensor([44.053295], shape=(1,), dtype=float32)",50
"tf.Tensor([32.379692], shape=(1,), dtype=float32)",41
"tf.Tensor([34.10925], shape=(1,), dtype=float32)",40
"tf.Tensor([46.66401], shape=(1,), dtype=float32)",49
"tf.Tensor([36.486885], shape=(1,), dtype=float32)",40
"tf.Tensor([41.923492], shape=(1,), dtype=float32)",48
"tf.Tensor([38.24289], shape=(1,), dtype=float32)",39
"tf.Tensor([38.584946], shape=(1,), dtype=float32)",46
"tf.Tensor([32.94195], shape=(1,), dtype=float32)",37
"tf.Tensor([42.02073], shape=(1,), dtype=float32)",45
"tf.Tensor([35.230553], shape=(1,), dtype=float32)",43
"tf.Tensor([37.13388], shape=(1,), dtype=float32)",38
"tf.Tensor([41.77446], shape=(1,), dtype=float32)",45
"tf.Tensor([33.27893], shape=(1,), dtype=float32)",38
"tf.Tensor([42.647602], shape=(1,), dtype=float32)",39
"tf.Tensor([44.463173], shape=(1,), dtype=float32)",44
"tf.Tensor([39.996998], shape=(1,), dtype=float32)",37
"tf.Tensor([37.469173], shape=(1,), dtype=float32)",44
"tf.Tensor([37.10682], shape=(1,), dtype=float32)",40
"tf.Tensor([30.325924], shape=(1,), dtype=float32)",34
"tf.Tensor([30.35791], shape=(1,), dtype=float32)",40
"tf.Tensor([27.535889], shape=(1,), dtype=float32)",34
"tf.Tensor([29.633432], shape=(1,), dtype=float32)",33
"tf.Tensor([39.07987], shape=(1,), dtype=float32)",38
"tf.Tensor([31.722548], shape=(1,), dtype=float32)",34
"tf.Tensor([33.73249], shape=(1,), dtype=float32)",39
"tf.Tensor([31.817902], shape=(1,), dtype=float32)",40
"tf.Tensor([25.26355], shape=(1,), dtype=float32)",34
"tf.Tensor([26.851562], shape=(1,), dtype=float32)",37
"tf.Tensor([26.96088], shape=(1,), dtype=float32)",33
"tf.Tensor([28.062351], shape=(1,), dtype=float32)",31
"tf.Tensor([36.290634], shape=(1,), dtype=float32)",35
"tf.Tensor([30.165117], shape=(1,), dtype=float32)",30
"tf.Tensor([30.0047], shape=(1,), dtype=float32)",33
"tf.Tensor([30.847551], shape=(1,), dtype=float32)",29
"tf.Tensor([30.225943], shape=(1,), dtype=float32)",29
"tf.Tensor([25.673765], shape=(1,), dtype=float32)",33
"tf.Tensor([25.149754], shape=(1,), dtype=float32)",31
"tf.Tensor([23.03745], shape=(1,), dtype=float32)",34
"tf.Tensor([23.965729], shape=(1,), dtype=float32)",31
"tf.Tensor([22.195675], shape=(1,), dtype=float32)",30
"tf.Tensor([22.837336], shape=(1,), dtype=float32)",32
"tf.Tensor([24.846582], shape=(1,), dtype=float32)",29
"tf.Tensor([20.762302], shape=(1,), dtype=float32)",28
"tf.Tensor([23.250744], shape=(1,), dtype=float32)",27
"tf.Tensor([23.518946], shape=(1,), dtype=float32)",28
"tf.Tensor([22.898342], shape=(1,), dtype=float32)",26
"tf.Tensor([22.740643], shape=(1,), dtype=float32)",22
"tf.Tensor([20.640049], shape=(1,), dtype=float32)",20
"tf.Tensor([21.428288], shape=(1,), dtype=float32)",22
"tf.Tensor([17.273663], shape=(1,), dtype=float32)",23
"tf.Tensor([15.178268], shape=(1,), dtype=float32)",20
"tf.Tensor([18.307587], shape=(1,), dtype=float32)",22
"tf.Tensor([18.39314], shape=(1,), dtype=float32)",22
"tf.Tensor([11.5236225], shape=(1,), dtype=float32)",22
"tf.Tensor([11.066465], shape=(1,), dtype=float32)",20
"tf.Tensor([12.727398], shape=(1,), dtype=float32)",18
"tf.Tensor([12.300666], shape=(1,), dtype=float32)",21
"tf.Tensor([10.517509], shape=(1,), dtype=float32)",20
"tf.Tensor([12.65353], shape=(1,), dtype=float32)",16
"tf.Tensor([11.210615], shape=(1,), dtype=float32)",22
"tf.Tensor([7.91087], shape=(1,), dtype=float32)",18
"tf.Tensor([13.89765], shape=(1,), dtype=float32)",20
"tf.Tensor([12.562419], shape=(1,), dtype=float32)",17
"tf.Tensor([10.965584], shape=(1,), dtype=float32)",16
"tf.Tensor([12.896545], shape=(1,), dtype=float32)",19
"tf.Tensor([11.023718], shape=(1,), dtype=float32)",14
"tf.Tensor([12.764462], shape=(1,), dtype=float32)",18
"tf.Tensor([7.4128523], shape=(1,), dtype=float32)",19
"tf.Tensor([8.080498], shape=(1,), dtype=float32)",14
"tf.Tensor([10.988062], shape=(1,), dtype=float32)",17
"tf.Tensor([8.680688], shape=(1,), dtype=float32)",13
"tf.Tensor([10.952955], shape=(1,), dtype=float32)",19
"tf.Tensor([7.628395], shape=(1,), dtype=float32)",15
"tf.Tensor([10.197929], shape=(1,), dtype=float32)",17
"tf.Tensor([7.762968], shape=(1,), dtype=float32)",13
"tf.Tensor([11.466292], shape=(1,), dtype=float32)",15
"tf.Tensor([7.2551394], shape=(1,), dtype=float32)",13
"tf.Tensor([8.049133], shape=(1,), dtype=float32)",14
"tf.Tensor([5.25229], shape=(1,), dtype=float32)",11
"tf.Tensor([6.7838264], shape=(1,), dtype=float32)",10
"tf.Tensor([8.865379], shape=(1,), dtype=float32)",15
"tf.Tensor([4.96713], shape=(1,), dtype=float32)",10
"tf.Tensor([6.296249], shape=(1,), dtype=float32)",15
"tf.Tensor([3.7853901], shape=(1,), dtype=float32)",9
"tf.Tensor([6.4978027], shape=(1,), dtype=float32)",13
"tf.Tensor([4.542028], shape=(1,), dtype=float32)",8
"tf.Tensor([7.52978], shape=(1,), dtype=float32)",13
"tf.Tensor([4.8971806], shape=(1,), dtype=float32)",13
"tf.Tensor([4.173732], shape=(1,), dtype=float32)",9
"tf.Tensor([7.5583506], shape=(1,), dtype=float32)",8
"tf.Tensor([8.720026], shape=(1,), dtype=float32)",11
"tf.Tensor([5.623489], shape=(1,), dtype=float32)",7
"tf.Tensor([6.769233], shape=(1,), dtype=float32)",10
"tf.Tensor([4.455329], shape=(1,), dtype=float32)",7
"tf.Tensor([5.434547], shape=(1,), dtype=float32)",9
"tf.Tensor([5.641474], shape=(1,), dtype=float32)",6
"tf.Tensor([7.257901], shape=(1,), dtype=float32)",10
"tf.Tensor([3.622537], shape=(1,), dtype=float32)",7
"tf.Tensor([4.8523808], shape=(1,), dtype=float32)",10
"tf.Tensor([4.160494], shape=(1,), dtype=float32)",5
"tf.Tensor([5.488362], shape=(1,), dtype=float32)",9
"tf.Tensor([5.0377283], shape=(1,), dtype=float32)",6
"tf.Tensor([6.402233], shape=(1,), dtype=float32)",10
