value,real
"tf.Tensor([74.59228], shape=(1,), dtype=float32)",81
"tf.Tensor([56.83691], shape=(1,), dtype=float32)",51
"tf.Tensor([63.173687], shape=(1,), dtype=float32)",52
"tf.Tensor([82.2044], shape=(1,), dtype=float32)",81
"tf.Tensor([62.37047], shape=(1,), dtype=float32)",83
"tf.Tensor([49.11955], shape=(1,), dtype=float32)",50
"tf.Tensor([80.917], shape=(1,), dtype=float32)",82
"tf.Tensor([58.496593], shape=(1,), dtype=float32)",52
"tf.Tensor([64.02507], shape=(1,), dtype=float32)",52
"tf.Tensor([82.47645], shape=(1,), dtype=float32)",80
"tf.Tensor([63.373325], shape=(1,), dtype=float32)",80
"tf.Tensor([49.25061], shape=(1,), dtype=float32)",51
"tf.Tensor([78.06444], shape=(1,), dtype=float32)",81
"tf.Tensor([58.10535], shape=(1,), dtype=float32)",53
"tf.Tensor([67.287895], shape=(1,), dtype=float32)",55
"tf.Tensor([85.494804], shape=(1,), dtype=float32)",83
"tf.Tensor([77.414505], shape=(1,), dtype=float32)",81
"tf.Tensor([63.24258], shape=(1,), dtype=float32)",52
"tf.Tensor([87.343346], shape=(1,), dtype=float32)",83
"tf.Tensor([55.344994], shape=(1,), dtype=float32)",52
"tf.Tensor([73.1566], shape=(1,), dtype=float32)",85
"tf.Tensor([52.70612], shape=(1,), dtype=float32)",55
"tf.Tensor([67.380104], shape=(1,), dtype=float32)",54
"tf.Tensor([81.50827], shape=(1,), dtype=float32)",82
"tf.Tensor([63.596954], shape=(1,), dtype=float32)",53
"tf.Tensor([84.01487], shape=(1,), dtype=float32)",85
"tf.Tensor([62.927155], shape=(1,), dtype=float32)",82
"tf.Tensor([54.37437], shape=(1,), dtype=float32)",54
"tf.Tensor([65.61436], shape=(1,), dtype=float32)",53
"tf.Tensor([80.894875], shape=(1,), dtype=float32)",81
"tf.Tensor([63.77134], shape=(1,), dtype=float32)",81
"tf.Tensor([45.34338], shape=(1,), dtype=float32)",54
"tf.Tensor([63.991585], shape=(1,), dtype=float32)",54
"tf.Tensor([86.17902], shape=(1,), dtype=float32)",80
"tf.Tensor([63.676853], shape=(1,), dtype=float32)",54
"tf.Tensor([79.21035], shape=(1,), dtype=float32)",83
"tf.Tensor([60.44117], shape=(1,), dtype=float32)",52
"tf.Tensor([70.98224], shape=(1,), dtype=float32)",76
"tf.Tensor([53.305202], shape=(1,), dtype=float32)",54
"tf.Tensor([73.07963], shape=(1,), dtype=float32)",81
"tf.Tensor([53.62236], shape=(1,), dtype=float32)",80
"tf.Tensor([50.027523], shape=(1,), dtype=float32)",56
"tf.Tensor([56.122807], shape=(1,), dtype=float32)",58
"tf.Tensor([85.63239], shape=(1,), dtype=float32)",83
"tf.Tensor([64.27565], shape=(1,), dtype=float32)",80
"tf.Tensor([48.695934], shape=(1,), dtype=float32)",57
"tf.Tensor([64.80706], shape=(1,), dtype=float32)",85
"tf.Tensor([63.75687], shape=(1,), dtype=float32)",58
"tf.Tensor([74.95366], shape=(1,), dtype=float32)",60
"tf.Tensor([78.30363], shape=(1,), dtype=float32)",85
"tf.Tensor([74.69932], shape=(1,), dtype=float32)",90
"tf.Tensor([65.06787], shape=(1,), dtype=float32)",61
"tf.Tensor([90.98714], shape=(1,), dtype=float32)",88
"tf.Tensor([64.03259], shape=(1,), dtype=float32)",60
"tf.Tensor([85.9173], shape=(1,), dtype=float32)",94
"tf.Tensor([60.11842], shape=(1,), dtype=float32)",60
"tf.Tensor([79.75941], shape=(1,), dtype=float32)",59
"tf.Tensor([94.65775], shape=(1,), dtype=float32)",91
"tf.Tensor([73.90089], shape=(1,), dtype=float32)",60
"tf.Tensor([98.713806], shape=(1,), dtype=float32)",92
"tf.Tensor([62.397133], shape=(1,), dtype=float32)",61
"tf.Tensor([96.03646], shape=(1,), dtype=float32)",93
"tf.Tensor([62.018482], shape=(1,), dtype=float32)",63
"tf.Tensor([93.596085], shape=(1,), dtype=float32)",95
"tf.Tensor([64.87092], shape=(1,), dtype=float32)",63
"tf.Tensor([97.3027], shape=(1,), dtype=float32)",96
"tf.Tensor([83.88198], shape=(1,), dtype=float32)",97
"tf.Tensor([61.784317], shape=(1,), dtype=float32)",62
"tf.Tensor([99.55016], shape=(1,), dtype=float32)",100
"tf.Tensor([69.75231], shape=(1,), dtype=float32)",64
"tf.Tensor([98.283646], shape=(1,), dtype=float32)",65
"tf.Tensor([99.79752], shape=(1,), dtype=float32)",100
"tf.Tensor([79.71397], shape=(1,), dtype=float32)",67
"tf.Tensor([98.79281], shape=(1,), dtype=float32)",99
"tf.Tensor([77.382225], shape=(1,), dtype=float32)",100
"tf.Tensor([63.559013], shape=(1,), dtype=float32)",67
"tf.Tensor([80.09406], shape=(1,), dtype=float32)",65
"tf.Tensor([93.6972], shape=(1,), dtype=float32)",99
"tf.Tensor([66.17898], shape=(1,), dtype=float32)",68
"tf.Tensor([94.00007], shape=(1,), dtype=float32)",96
"tf.Tensor([74.475075], shape=(1,), dtype=float32)",67
"tf.Tensor([101.420105], shape=(1,), dtype=float32)",99
"tf.Tensor([73.20977], shape=(1,), dtype=float32)",65
"tf.Tensor([102.59331], shape=(1,), dtype=float32)",98
"tf.Tensor([89.761635], shape=(1,), dtype=float32)",100
"tf.Tensor([68.97704], shape=(1,), dtype=float32)",68
"tf.Tensor([69.741325], shape=(1,), dtype=float32)",69
"tf.Tensor([103.493126], shape=(1,), dtype=float32)",101
"tf.Tensor([98.1206], shape=(1,), dtype=float32)",98
"tf.Tensor([76.28779], shape=(1,), dtype=float32)",70
"tf.Tensor([83.47845], shape=(1,), dtype=float32)",69
"tf.Tensor([107.89673], shape=(1,), dtype=float32)",105
"tf.Tensor([90.22573], shape=(1,), dtype=float32)",102
"tf.Tensor([75.46654], shape=(1,), dtype=float32)",71
"tf.Tensor([83.70385], shape=(1,), dtype=float32)",72
"tf.Tensor([99.621925], shape=(1,), dtype=float32)",105
"tf.Tensor([76.24575], shape=(1,), dtype=float32)",69
"tf.Tensor([100.64566], shape=(1,), dtype=float32)",102
"tf.Tensor([99.121666], shape=(1,), dtype=float32)",102
"tf.Tensor([90.75638], shape=(1,), dtype=float32)",74
"tf.Tensor([80.12008], shape=(1,), dtype=float32)",72
"tf.Tensor([97.17936], shape=(1,), dtype=float32)",104
"tf.Tensor([95.663704], shape=(1,), dtype=float32)",104
"tf.Tensor([79.9275], shape=(1,), dtype=float32)",73
"tf.Tensor([83.10475], shape=(1,), dtype=float32)",74
"tf.Tensor([62.459705], shape=(1,), dtype=float32)",108
"tf.Tensor([75.37647], shape=(1,), dtype=float32)",74
"tf.Tensor([100.45358], shape=(1,), dtype=float32)",106
"tf.Tensor([101.52413], shape=(1,), dtype=float32)",105
"tf.Tensor([82.32715], shape=(1,), dtype=float32)",75
"tf.Tensor([96.81266], shape=(1,), dtype=float32)",108
"tf.Tensor([94.29812], shape=(1,), dtype=float32)",77
"tf.Tensor([100.87114], shape=(1,), dtype=float32)",81
"tf.Tensor([107.19769], shape=(1,), dtype=float32)",110
"tf.Tensor([106.81492], shape=(1,), dtype=float32)",81
"tf.Tensor([75.653145], shape=(1,), dtype=float32)",109
"tf.Tensor([83.119286], shape=(1,), dtype=float32)",79
"tf.Tensor([106.938576], shape=(1,), dtype=float32)",112
"tf.Tensor([104.25608], shape=(1,), dtype=float32)",109
"tf.Tensor([106.10537], shape=(1,), dtype=float32)",82
"tf.Tensor([105.453865], shape=(1,), dtype=float32)",111
"tf.Tensor([103.605545], shape=(1,), dtype=float32)",82
"tf.Tensor([103.9241], shape=(1,), dtype=float32)",82
"tf.Tensor([108.85905], shape=(1,), dtype=float32)",110
"tf.Tensor([107.39599], shape=(1,), dtype=float32)",112
"tf.Tensor([106.450325], shape=(1,), dtype=float32)",79
"tf.Tensor([82.57794], shape=(1,), dtype=float32)",82
"tf.Tensor([108.27986], shape=(1,), dtype=float32)",110
"tf.Tensor([107.07932], shape=(1,), dtype=float32)",111
"tf.Tensor([84.181595], shape=(1,), dtype=float32)",80
"tf.Tensor([79.878815], shape=(1,), dtype=float32)",79
"tf.Tensor([109.14982], shape=(1,), dtype=float32)",109
"tf.Tensor([97.9256], shape=(1,), dtype=float32)",110
"tf.Tensor([76.465416], shape=(1,), dtype=float32)",80
"tf.Tensor([74.1869], shape=(1,), dtype=float32)",78
"tf.Tensor([71.69109], shape=(1,), dtype=float32)",108
"tf.Tensor([77.50457], shape=(1,), dtype=float32)",78
"tf.Tensor([103.01026], shape=(1,), dtype=float32)",112
"tf.Tensor([102.782486], shape=(1,), dtype=float32)",114
"tf.Tensor([84.154755], shape=(1,), dtype=float32)",80
"tf.Tensor([94.27181], shape=(1,), dtype=float32)",78
"tf.Tensor([103.37589], shape=(1,), dtype=float32)",112
"tf.Tensor([102.116974], shape=(1,), dtype=float32)",81
"tf.Tensor([104.40385], shape=(1,), dtype=float32)",114
"tf.Tensor([102.01702], shape=(1,), dtype=float32)",109
"tf.Tensor([76.38455], shape=(1,), dtype=float32)",79
"tf.Tensor([96.0046], shape=(1,), dtype=float32)",75
"tf.Tensor([104.36353], shape=(1,), dtype=float32)",104
"tf.Tensor([101.018074], shape=(1,), dtype=float32)",108
"tf.Tensor([86.91087], shape=(1,), dtype=float32)",78
"tf.Tensor([91.39537], shape=(1,), dtype=float32)",75
"tf.Tensor([91.62971], shape=(1,), dtype=float32)",107
"tf.Tensor([77.837074], shape=(1,), dtype=float32)",71
"tf.Tensor([90.577286], shape=(1,), dtype=float32)",104
"tf.Tensor([89.8382], shape=(1,), dtype=float32)",96
"tf.Tensor([82.47341], shape=(1,), dtype=float32)",72
"tf.Tensor([74.13037], shape=(1,), dtype=float32)",70
"tf.Tensor([98.506294], shape=(1,), dtype=float32)",98
"tf.Tensor([93.61503], shape=(1,), dtype=float32)",92
"tf.Tensor([71.29728], shape=(1,), dtype=float32)",67
"tf.Tensor([100.26092], shape=(1,), dtype=float32)",97
"tf.Tensor([71.5838], shape=(1,), dtype=float32)",70
"tf.Tensor([80.12724], shape=(1,), dtype=float32)",78
"tf.Tensor([102.70098], shape=(1,), dtype=float32)",108
"tf.Tensor([101.3384], shape=(1,), dtype=float32)",101
"tf.Tensor([76.6265], shape=(1,), dtype=float32)",71
"tf.Tensor([97.06776], shape=(1,), dtype=float32)",66
"tf.Tensor([91.53949], shape=(1,), dtype=float32)",94
"tf.Tensor([71.21447], shape=(1,), dtype=float32)",64
"tf.Tensor([90.75265], shape=(1,), dtype=float32)",90
"tf.Tensor([64.45496], shape=(1,), dtype=float32)",59
"tf.Tensor([88.3915], shape=(1,), dtype=float32)",84
"tf.Tensor([70.95689], shape=(1,), dtype=float32)",81
"tf.Tensor([60.50374], shape=(1,), dtype=float32)",57
"tf.Tensor([66.49437], shape=(1,), dtype=float32)",75
"tf.Tensor([54.73839], shape=(1,), dtype=float32)",55
"tf.Tensor([66.78382], shape=(1,), dtype=float32)",73
"tf.Tensor([53.567604], shape=(1,), dtype=float32)",54
"tf.Tensor([61.779537], shape=(1,), dtype=float32)",51
"tf.Tensor([78.61302], shape=(1,), dtype=float32)",70
"tf.Tensor([59.170895], shape=(1,), dtype=float32)",49
"tf.Tensor([62.305702], shape=(1,), dtype=float32)",64
"tf.Tensor([54.46723], shape=(1,), dtype=float32)",46
"tf.Tensor([57.805233], shape=(1,), dtype=float32)",62
"tf.Tensor([46.629215], shape=(1,), dtype=float32)",46
"tf.Tensor([55.77072], shape=(1,), dtype=float32)",61
"tf.Tensor([51.935955], shape=(1,), dtype=float32)",47
"tf.Tensor([53.750206], shape=(1,), dtype=float32)",59
"tf.Tensor([51.22788], shape=(1,), dtype=float32)",54
"tf.Tensor([46.059605], shape=(1,), dtype=float32)",44
"tf.Tensor([53.534], shape=(1,), dtype=float32)",41
"tf.Tensor([72.14855], shape=(1,), dtype=float32)",53
"tf.Tensor([49.200474], shape=(1,), dtype=float32)",41
"tf.Tensor([52.617397], shape=(1,), dtype=float32)",50
"tf.Tensor([46.632565], shape=(1,), dtype=float32)",51
"tf.Tensor([40.016422], shape=(1,), dtype=float32)",41
"tf.Tensor([48.54066], shape=(1,), dtype=float32)",50
"tf.Tensor([39.75583], shape=(1,), dtype=float32)",41
"tf.Tensor([40.537968], shape=(1,), dtype=float32)",40
"tf.Tensor([44.480824], shape=(1,), dtype=float32)",49
"tf.Tensor([42.121883], shape=(1,), dtype=float32)",40
